algorithm,descriptors,training_set,word_embedding,top1,top2,top3,top4,top5,MRR,time,zeros
craftdroid,intersection,standard,use,0.551928783,0.741839763,0.816023739,0.848664688,0.902077151,0.717869659,2619.801094,370
craftdroid,intersection,standard,w2v,0.513353116,0.735905045,0.801186944,0.857566766,0.896142433,0.698873314,50.05825806,5695
craftdroid,intersection,standard,wm,0.545994065,0.75074184,0.810089021,0.84272997,0.887240356,0.713518263,13.96774077,161
craftdroid,union,standard,bert,0.474777448,0.694362018,0.771513353,0.866468843,0.890207715,0.65612029,3615.700588,0
craftdroid,union,standard,fast,0.495548961,0.694362018,0.789317507,0.833827893,0.869436202,0.669310221,367.7031391,6230
craftdroid,union,standard,glove,0.510385757,0.724035608,0.789317507,0.836795252,0.863501484,0.680979207,146.9555962,26549
craftdroid,union,standard,nnlm,0.504451039,0.712166172,0.783382789,0.833827893,0.863501484,0.671767676,1338.963931,821
craftdroid,union,standard,use,0.543026706,0.715133531,0.816023739,0.860534125,0.893175074,0.69864767,5683.936124,383
craftdroid,union,standard,w2v,0.513353116,0.721068249,0.798219585,0.836795252,0.884272997,0.684475521,191.5586562,17982
craftdroid,union,standard,wm,0.510385757,0.744807122,0.81305638,0.851632047,0.884272997,0.687363657,42.81523013,169
custom,atm,standard,bert,0.59347181,0.765578635,0.845697329,0.878338279,0.899109792,0.73265391,1357.154346,72
custom,atm,standard,fast,0.608308605,0.789317507,0.866468843,0.90504451,0.922848665,0.75715753,69.13210607,6329
custom,atm,standard,glove,0.554896142,0.78041543,0.857566766,0.893175074,0.928783383,0.727418581,68.34600902,22444
custom,atm,standard,nnlm,0.637982196,0.795252226,0.848664688,0.887240356,0.908011869,0.76135351,667.8263445,584
custom,atm,standard,use,0.658753709,0.804154303,0.866468843,0.908011869,0.928783383,0.776731661,2068.384704,1009
